Entity,Code,Year,Fossil fuels (% growth)
CIS (EI),,1987,2.6630282
CIS (EI),,1988,1.7799377
CIS (EI),,1989,0.33682585
CIS (EI),,1990,-1.1397064
CIS (EI),,1991,-1.9217014
CIS (EI),,1992,-5.010116
CIS (EI),,1993,-8.265347
CIS (EI),,1994,-9.153062
CIS (EI),,1995,-6.4127326
CIS (EI),,1996,-3.2654464
CIS (EI),,1997,-6.191927
CIS (EI),,1998,-0.059974194
CIS (EI),,1999,0.5698085
CIS (EI),,2000,0.60640574
CIS (EI),,2001,1.8025041
CIS (EI),,2002,-0.025320053
CIS (EI),,2003,2.4012089
CIS (EI),,2004,1.4137149
CIS (EI),,2005,0.2707243
CIS (EI),,2006,4.156232
CIS (EI),,2007,1.236701
CIS (EI),,2008,0.6161094
CIS (EI),,2009,-4.994255
CIS (EI),,2010,4.4716477
CIS (EI),,2011,5.021727
CIS (EI),,2012,1.3533115
CIS (EI),,2013,-2.0007074
CIS (EI),,2014,1.1385679
CIS (EI),,2015,-2.8238297
CIS (EI),,2016,1.8854022
CIS (EI),,2017,1.1353254
CIS (EI),,2018,4.442179
CIS (EI),,2019,-0.8069575
CIS (EI),,2020,-4.0081143
CIS (EI),,2021,8.5874195
CIS (EI),,2022,-6.1290503
Canada,CAN,1966,4.949498
Canada,CAN,1967,5.3997636
Canada,CAN,1968,7.8617334
Canada,CAN,1969,4.690087
Canada,CAN,1970,7.6708674
Canada,CAN,1971,2.6202202
Canada,CAN,1972,5.7201385
Canada,CAN,1973,7.7117324
Canada,CAN,1974,1.5357375
Canada,CAN,1975,-0.2526462
Canada,CAN,1976,3.7367225
Canada,CAN,1977,5.244541
Canada,CAN,1978,-0.5529702
Canada,CAN,1979,2.0898938
Canada,CAN,1980,1.2551427
Canada,CAN,1981,-3.6386013
Canada,CAN,1982,-2.9448867
Canada,CAN,1983,-3.8820446
Canada,CAN,1984,5.7025433
Canada,CAN,1985,1.0100007
Canada,CAN,1986,-1.3528645
Canada,CAN,1987,3.2863498
Canada,CAN,1988,7.0875645
Canada,CAN,1989,4.5086026
Canada,CAN,1990,-5.725074
Canada,CAN,1991,-2.9141843
Canada,CAN,1992,3.6598682
Canada,CAN,1993,0.97037554
Canada,CAN,1994,3.2042027
Canada,CAN,1995,4.2821646
Canada,CAN,1996,2.1227598
Canada,CAN,1997,2.8738618
Canada,CAN,1998,1.355207
Canada,CAN,1999,2.7763367
Canada,CAN,2000,2.7656674
Canada,CAN,2001,-0.27875304
Canada,CAN,2002,3.3608556
Canada,CAN,2003,2.7338266
Canada,CAN,2004,0.5441904
Canada,CAN,2005,-1.556015
Canada,CAN,2006,-0.21663904
Canada,CAN,2007,4.6610594
Canada,CAN,2008,-2.8523803
Canada,CAN,2009,-4.545498
Canada,CAN,2010,3.2282352
Canada,CAN,2011,2.55934
Canada,CAN,2012,-0.2863288
Canada,CAN,2013,1.8342853
Canada,CAN,2014,1.1360645
Canada,CAN,2015,0.36882162
Canada,CAN,2016,-2.748102
Canada,CAN,2017,1.6331434
Canada,CAN,2018,2.4987817
Canada,CAN,2019,-0.31688213
Canada,CAN,2020,-9.416795
Canada,CAN,2021,2.621007
Canada,CAN,2022,2.380383
Central America (EI),,1972,5.8839917
Central America (EI),,1973,10.171127
Central America (EI),,1974,5.810809
Central America (EI),,1975,11.788297
Central America (EI),,1976,4.626751
Central America (EI),,1977,6.7807674
Central America (EI),,1978,1.3286471
Central America (EI),,1979,1.0043621
Central America (EI),,1980,-6.4923344
Central America (EI),,1981,-3.2396555
Central America (EI),,1982,-0.26689172
Central America (EI),,1983,-1.5084088
Central America (EI),,1984,1.8357158
Central America (EI),,1985,2.1951199
Central America (EI),,1986,-0.3781438
Central America (EI),,1987,7.4958086
Central America (EI),,1988,-3.0243516
Central America (EI),,1989,4.738903
Central America (EI),,1990,3.055036
Central America (EI),,1991,9.176504
Central America (EI),,1992,13.617409
Central America (EI),,1993,6.864238
Central America (EI),,1994,9.395838
Central America (EI),,1995,10.656023
Central America (EI),,1996,-1.9160926
Central America (EI),,1997,8.019137
Central America (EI),,1998,14.785147
Central America (EI),,1999,-1.2056589
Central America (EI),,2000,3.4062624
Central America (EI),,2001,7.0621133
Central America (EI),,2002,1.445651
Central America (EI),,2003,4.2848825
Central America (EI),,2004,2.9181004
Central America (EI),,2005,-1.0523379
Central America (EI),,2006,5.8226347
Central America (EI),,2007,5.0679207
Central America (EI),,2008,1.3827085
Central America (EI),,2009,-1.6874671
Central America (EI),,2010,1.6701102
Central America (EI),,2011,3.539753
Central America (EI),,2012,2.648306
Central America (EI),,2013,2.0036697
Central America (EI),,2014,3.0966043
Central America (EI),,2015,10.844302
Central America (EI),,2016,4.2119503
Central America (EI),,2017,1.0005116
Central America (EI),,2018,0.6882906
Central America (EI),,2019,10.960924
Central America (EI),,2020,-15.362638
Central America (EI),,2021,14.031256
Central America (EI),,2022,4.8450828
Chile,CHL,1966,7.5888753
Chile,CHL,1967,1.9217014
Chile,CHL,1968,2.5687337
Chile,CHL,1969,6.9971323
Chile,CHL,1970,5.3498983
Chile,CHL,1971,7.3633075
Chile,CHL,1972,-1.0388553
Chile,CHL,1973,-3.403604
Chile,CHL,1974,-2.6224196
Chile,CHL,1975,-11.935865
Chile,CHL,1976,3.897512
Chile,CHL,1977,4.3991446
Chile,CHL,1978,3.8850427
Chile,CHL,1979,6.3915014
Chile,CHL,1980,2.6018262
Chile,CHL,1981,-0.28154254
Chile,CHL,1982,-11.183256
Chile,CHL,1983,2.1896124
Chile,CHL,1984,3.8899302
Chile,CHL,1985,-2.351725
Chile,CHL,1986,2.2819042
Chile,CHL,1987,3.5253048
Chile,CHL,1988,17.87647
Chile,CHL,1989,21.020817
Chile,CHL,1990,9.119928
Chile,CHL,1991,5.2770376
Chile,CHL,1992,4.746735
Chile,CHL,1993,6.9006085
Chile,CHL,1994,7.2774887
Chile,CHL,1995,7.667649
Chile,CHL,1996,10.835481
Chile,CHL,1997,15.271748
Chile,CHL,1998,5.086279
Chile,CHL,1999,7.6725006
Chile,CHL,2000,-0.7086456
Chile,CHL,2001,-0.94047785
Chile,CHL,2002,1.2920737
Chile,CHL,2003,1.6532898
Chile,CHL,2004,10.285091
Chile,CHL,2005,0.35500526
Chile,CHL,2006,2.3177028
Chile,CHL,2007,4.4573784
Chile,CHL,2008,-2.6726484
Chile,CHL,2009,-5.7152214
Chile,CHL,2010,6.867981
Chile,CHL,2011,7.770765
Chile,CHL,2012,4.0757895
Chile,CHL,2013,2.6717424
Chile,CHL,2014,-2.9658496
Chile,CHL,2015,-0.77586174
Chile,CHL,2016,7.063198
Chile,CHL,2017,1.0094047
Chile,CHL,2018,1.2837529
Chile,CHL,2019,2.3817062
Chile,CHL,2020,-9.568471
Chile,CHL,2021,9.955465
Chile,CHL,2022,-0.99213123
China,CHN,1966,8.971918
China,CHN,1967,-9.924131
China,CHN,1968,0.36824942
China,CHN,1969,22.589706
China,CHN,1970,28.946745
China,CHN,1971,18.489647
China,CHN,1972,7.635987
China,CHN,1973,5.3602934
China,CHN,1974,2.77884
China,CHN,1975,12.263393
China,CHN,1976,5.4247737
China,CHN,1977,9.203386
China,CHN,1978,10.161554
China,CHN,1979,2.7537107
China,CHN,1980,0.58614016
China,CHN,1981,-1.8311322
China,CHN,1982,4.0852547
China,CHN,1983,5.9984326
China,CHN,1984,7.6607943
China,CHN,1985,8.266616
China,CHN,1986,4.8891544
China,CHN,1987,7.947755
China,CHN,1988,7.360995
China,CHN,1989,4.787028
China,CHN,1990,1.0281444
China,CHN,1991,5.360341
China,CHN,1992,5.2437663
China,CHN,1993,7.3516726
China,CHN,1994,5.622232
China,CHN,1995,2.4397135
China,CHN,1996,5.794966
China,CHN,1997,0.4430771
China,CHN,1998,0.116205215
China,CHN,1999,3.7577868
China,CHN,2000,3.0907989
China,CHN,2001,4.6025276
China,CHN,2002,9.156418
China,CHN,2003,17.400206
China,CHN,2004,16.644669
China,CHN,2005,13.733721
China,CHN,2006,9.636343
China,CHN,2007,8.491516
China,CHN,2008,2.1113753
China,CHN,2009,4.778862
China,CHN,2010,6.203127
China,CHN,2011,8.415449
China,CHN,2012,2.4214745
China,CHN,2013,3.1872272
China,CHN,2014,0.9907603
China,CHN,2015,0.1783371
China,CHN,2016,-0.9456277
China,CHN,2017,2.9985547
China,CHN,2018,3.8555622
China,CHN,2019,3.6518812
China,CHN,2020,2.4527311
China,CHN,2021,4.5047045
China,CHN,2022,-0.4973948
Colombia,COL,1966,12.719881
Colombia,COL,1967,4.677367
Colombia,COL,1968,2.8581977
Colombia,COL,1969,-0.11352897
Colombia,COL,1970,9.30208
Colombia,COL,1971,-2.1778464
Colombia,COL,1972,16.046392
Colombia,COL,1973,-5.2265406
Colombia,COL,1974,11.554993
Colombia,COL,1975,-8.949113
Colombia,COL,1976,4.055476
Colombia,COL,1977,3.6243558
Colombia,COL,1978,2.717352
Colombia,COL,1979,2.5725245
Colombia,COL,1980,2.6903033
Colombia,COL,1981,2.2382975
Colombia,COL,1982,1.7623067
Colombia,COL,1983,6.653285
Colombia,COL,1984,-1.5633643
Colombia,COL,1985,1.9832134
Colombia,COL,1986,1.1952996
Colombia,COL,1987,9.419643
Colombia,COL,1988,-2.1790028
Colombia,COL,1989,3.771329
Colombia,COL,1990,-7.6536713
Colombia,COL,1991,3.5366297
Colombia,COL,1992,14.299011
Colombia,COL,1993,3.491366
Colombia,COL,1994,5.5627823
Colombia,COL,1995,3.3762932
Colombia,COL,1996,1.3446927
Colombia,COL,1997,7.3195577
Colombia,COL,1998,2.523601
Colombia,COL,1999,-12.623442
Colombia,COL,2000,-0.13049841
Colombia,COL,2001,0.39265156
Colombia,COL,2002,-2.7594209
Colombia,COL,2003,0.06505251
Colombia,COL,2004,5.1141977
Colombia,COL,2005,-3.2338142
Colombia,COL,2006,18.832731
Colombia,COL,2007,0.85487366
Colombia,COL,2008,4.3799877
Colombia,COL,2009,2.680111
Colombia,COL,2010,7.242
Colombia,COL,2011,-1.3905346
Colombia,COL,2012,10.171234
Colombia,COL,2013,6.905937
Colombia,COL,2014,6.732464
Colombia,COL,2015,-7.1011662
Colombia,COL,2016,16.010666
Colombia,COL,2017,-5.381304
Colombia,COL,2018,2.408409
Colombia,COL,2019,2.3816943
Colombia,COL,2020,-9.428292
Colombia,COL,2021,8.8808775
Colombia,COL,2022,6.344795
Croatia,HRV,1991,-24.419266
Croatia,HRV,1992,0.33329725
Croatia,HRV,1993,4.2096496
Croatia,HRV,1994,-2.437818
Croatia,HRV,1995,3.2625318
Croatia,HRV,1996,-0.076812506
Croatia,HRV,1997,7.165289
Croatia,HRV,1998,6.3780665
Croatia,HRV,1999,-0.59099793
Croatia,HRV,2000,-3.673017
Croatia,HRV,2001,3.8158774
Croatia,HRV,2002,5.124736
Croatia,HRV,2003,7.0360303
Croatia,HRV,2004,-2.150458
Croatia,HRV,2005,0.58807135
Croatia,HRV,2006,-0.037568808
Croatia,HRV,2007,6.7180037
Croatia,HRV,2008,-3.8015306
Croatia,HRV,2009,-6.464863
Croatia,HRV,2010,-3.5686731
Croatia,HRV,2011,-3.2058477
Croatia,HRV,2012,-8.776463
Croatia,HRV,2013,-3.335178
Croatia,HRV,2014,-2.4132729
Croatia,HRV,2015,2.4968266
Croatia,HRV,2016,2.4490356
Croatia,HRV,2017,4.789269
Croatia,HRV,2018,-5.2394986
Croatia,HRV,2019,1.4006019
Croatia,HRV,2020,-6.87173
Croatia,HRV,2021,2.1613955
Croatia,HRV,2022,0.062048435
Cyprus,CYP,2007,1.6228795
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Cyprus,CYP,2017,0
Cyprus,CYP,2018,0
Cyprus,CYP,2019,0
Cyprus,CYP,2020,0
Cyprus,CYP,2021,0
Cyprus,CYP,2022,0
Czechia,CZE,1966,0.8406639
Czechia,CZE,1967,-1.4440536
Czechia,CZE,1968,4.619658
Czechia,CZE,1969,4.4610977
Czechia,CZE,1970,3.9487958
Czechia,CZE,1971,5.426252
Czechia,CZE,1972,0.5414486
Czechia,CZE,1973,0.6979346
Czechia,CZE,1974,0.6866813
Czechia,CZE,1975,4.126823
Czechia,CZE,1976,2.999854
Czechia,CZE,1977,3.055799
Czechia,CZE,1978,1.4776945
Czechia,CZE,1979,0.84861517
Czechia,CZE,1980,-3.2454908
Czechia,CZE,1981,-0.5883634
Czechia,CZE,1982,-0.99396706
Czechia,CZE,1983,0.07447004
Czechia,CZE,1984,3.0490637
Czechia,CZE,1985,-0.5106509
Czechia,CZE,1986,-0.6791234
Czechia,CZE,1987,0.0070929527
Czechia,CZE,1988,0.1262188
Czechia,CZE,1989,-3.3215523
Czechia,CZE,1990,-14.818562
Czechia,CZE,1991,-9.378761
Czechia,CZE,1992,-3.4652412
Czechia,CZE,1993,-1.2518764
Czechia,CZE,1994,-3.244269
Czechia,CZE,1995,4.6774507
Czechia,CZE,1996,3.4531832
Czechia,CZE,1997,-4.256785
Czechia,CZE,1998,-3.506446
Czechia,CZE,1999,-4.9529195
Czechia,CZE,2000,6.1788917
Czechia,CZE,2001,1.6554356
Czechia,CZE,2002,-2.4824798
Czechia,CZE,2003,2.732563
Czechia,CZE,2004,2.3584008
Czechia,CZE,2005,-0.9185076
Czechia,CZE,2006,1.2099624
Czechia,CZE,2007,-1.2072206
Czechia,CZE,2008,-2.8668642
Czechia,CZE,2009,-6.0089645
Czechia,CZE,2010,3.7670612
Czechia,CZE,2011,-3.9708972
Czechia,CZE,2012,-2.395165
Czechia,CZE,2013,-3.4345388
Czechia,CZE,2014,-2.3777604
Czechia,CZE,2015,-0.04811883
Czechia,CZE,2016,0.325799
Czechia,CZE,2017,4.03502
Czechia,CZE,2018,-1.1303842
Czechia,CZE,2019,-3.5969138
Czechia,CZE,2020,-9.687972
Czechia,CZE,2021,6.592107
Czechia,CZE,2022,-0.6403923
Denmark,DNK,1984,1.6703606
Denmark,DNK,1985,12.674152
Denmark,DNK,1986,2.0986557
Denmark,DNK,1987,-3.6840856
Denmark,DNK,1988,-1.2877584
Denmark,DNK,1989,-8.059782
Denmark,DNK,1990,2.7439475
Denmark,DNK,1991,15.07181
Denmark,DNK,1992,-6.8736196
Denmark,DNK,1993,5.6885004
Denmark,DNK,1994,7.4949503
Denmark,DNK,1995,-1.9702315
Denmark,DNK,1996,19.145405
Denmark,DNK,1997,-10.382986
Denmark,DNK,1998,-4.8314333
Denmark,DNK,1999,-3.7382483
Denmark,DNK,2000,-5.6069555
Denmark,DNK,2001,-0.036519766
Denmark,DNK,2002,-1.470989
Denmark,DNK,2003,6.7713976
Denmark,DNK,2004,-7.6909485
Denmark,DNK,2005,-6.962305
Denmark,DNK,2006,13.004398
Denmark,DNK,2007,-7.123214
Denmark,DNK,2008,-5.4308295
Denmark,DNK,2009,-6.063038
Denmark,DNK,2010,3.3323646
Denmark,DNK,2011,-10.232889
Denmark,DNK,2012,-10.256475
Denmark,DNK,2013,3.7170172
Denmark,DNK,2014,-8.241653
Denmark,DNK,2015,-5.1062403
Denmark,DNK,2016,3.175497
Denmark,DNK,2017,-6.0190916
Denmark,DNK,2018,0.5132556
Denmark,DNK,2019,-7.6413274
Denmark,DNK,2020,-17.528027
Denmark,DNK,2021,8.339858
Denmark,DNK,2022,-3.581059
Eastern Africa (EI),,1967,5.117607
Eastern Africa (EI),,1968,3.7239313
Eastern Africa (EI),,1969,6.943381
Eastern Africa (EI),,1970,6.1578035
Eastern Africa (EI),,1971,6.439352
Eastern Africa (EI),,1972,-0.31185746
Eastern Africa (EI),,1973,6.4118743
Eastern Africa (EI),,1974,-1.1629283
Eastern Africa (EI),,1975,-4.4390917
Eastern Africa (EI),,1976,7.345927
Eastern Africa (EI),,1977,-3.378135
Eastern Africa (EI),,1978,-1.5088618
Eastern Africa (EI),,1979,0.54519176
Eastern Africa (EI),,1980,3.307724
Eastern Africa (EI),,1981,-3.6135554
Eastern Africa (EI),,1982,-4.443365
Eastern Africa (EI),,1983,5.369878
Eastern Africa (EI),,1984,-1.9170046
Eastern Africa (EI),,1985,5.5992484
Eastern Africa (EI),,1986,3.1864047
Eastern Africa (EI),,1987,4.8835635
Eastern Africa (EI),,1988,7.261765
Eastern Africa (EI),,1989,0.49966574
Eastern Africa (EI),,1990,10.228753
Eastern Africa (EI),,1991,-6.2342286
Eastern Africa (EI),,1992,1.4237165
Eastern Africa (EI),,1993,8.9646225
Eastern Africa (EI),,1994,-0.38250685
Eastern Africa (EI),,1995,0.86637735
Eastern Africa (EI),,1996,-1.1963606
Eastern Africa (EI),,1997,6.580317
Eastern Africa (EI),,1998,-0.5645156
Eastern Africa (EI),,1999,1.2049913
Eastern Africa (EI),,2000,-4.133505
Eastern Africa (EI),,2001,7.07016
Eastern Africa (EI),,2002,-1.9188821
Eastern Africa (EI),,2003,0.41784048
Eastern Africa (EI),,2004,9.481049
Eastern Africa (EI),,2005,5.783236
Eastern Africa (EI),,2006,3.1501293
Eastern Africa (EI),,2007,4.0325284
Eastern Africa (EI),,2008,-0.4576087
Eastern Africa (EI),,2009,7.0535064
Eastern Africa (EI),,2010,7.0184827
Eastern Africa (EI),,2011,5.1137447
Eastern Africa (EI),,2012,4.838288
Eastern Africa (EI),,2013,9.659553
Eastern Africa (EI),,2014,10.539508
Eastern Africa (EI),,2015,5.735922
Eastern Africa (EI),,2016,0.3681898
Eastern Africa (EI),,2017,8.264589
Eastern Africa (EI),,2018,4.022491
Eastern Africa (EI),,2019,0.44378042
Eastern Africa (EI),,2020,-7.7016234
Eastern Africa (EI),,2021,9.044266
Eastern Africa (EI),,2022,3.0748248
Ecuador,ECU,1991,12.368906
Ecuador,ECU,1992,-0.2104938
Ecuador,ECU,1993,1.0479331
Ecuador,ECU,1994,7.805848
Ecuador,ECU,1995,-1.6694784
Ecuador,ECU,1996,12.063562
Ecuador,ECU,1997,13.171995
Ecuador,ECU,1998,0.6995678
Ecuador,ECU,1999,-12.397331
Ecuador,ECU,2000,-8.298826
Ecuador,ECU,2001,3.7837505
Ecuador,ECU,2002,-3.026259
Ecuador,ECU,2003,4.426205
Ecuador,ECU,2004,8.048582
Ecuador,ECU,2005,8.632124
Ecuador,ECU,2006,6.203389
Ecuador,ECU,2007,0.99288225
Ecuador,ECU,2008,2.6678085
Ecuador,ECU,2009,2.2218227
Ecuador,ECU,2010,15.078985
Ecuador,ECU,2011,1.9781232
Ecuador,ECU,2012,4.7981143
Ecuador,ECU,2013,6.377721
Ecuador,ECU,2014,5.157912
Ecuador,ECU,2015,-3.1501055
Ecuador,ECU,2016,-5.3160486
Ecuador,ECU,2017,-2.651465
Ecuador,ECU,2018,7.2546005
Ecuador,ECU,2019,-3.6109686
Ecuador,ECU,2020,-18.954653
Ecuador,ECU,2021,23.07471
Ecuador,ECU,2022,6.454313
Egypt,EGY,1966,5.214536
Egypt,EGY,1967,-15.698701
Egypt,EGY,1968,4.526317
Egypt,EGY,1969,-23.26603
Egypt,EGY,1970,25.971233
Egypt,EGY,1971,1.934135
Egypt,EGY,1972,12.596798
Egypt,EGY,1973,-6.39264
Egypt,EGY,1974,12.738585
Egypt,EGY,1975,10.911512
Egypt,EGY,1976,19.918097
Egypt,EGY,1977,7.6741576
Egypt,EGY,1978,4.788351
Egypt,EGY,1979,11.831975
Egypt,EGY,1980,15.859246
Egypt,EGY,1981,15.446817
Egypt,EGY,1982,12.840509
Egypt,EGY,1983,10.0066185
Egypt,EGY,1984,10.255909
Egypt,EGY,1985,4.5600533
Egypt,EGY,1986,2.646649
Egypt,EGY,1987,6.559694
Egypt,EGY,1988,1.715231
Egypt,EGY,1989,5.255139
Egypt,EGY,1990,2.3988128
Egypt,EGY,1991,1.442039
Egypt,EGY,1992,-0.9434819
Egypt,EGY,1993,-0.15897751
Egypt,EGY,1994,5.077696
Egypt,EGY,1995,6.0866833
Egypt,EGY,1996,5.582249
Egypt,EGY,1997,4.300034
Egypt,EGY,1998,4.2228103
Egypt,EGY,1999,7.0171
Egypt,EGY,2000,5.8861732
Egypt,EGY,2001,4.5729995
Egypt,EGY,2002,3.330326
Egypt,EGY,2003,6.832528
Egypt,EGY,2004,5.9226394
Egypt,EGY,2005,2.8161645
Egypt,EGY,2006,5.5602193
Egypt,EGY,2007,6.2928796
Egypt,EGY,2008,5.9662223
Egypt,EGY,2009,4.258454
Egypt,EGY,2010,4.2506576
Egypt,EGY,2011,4.943013
Egypt,EGY,2012,4.1231275
Egypt,EGY,2013,-0.72188973
Egypt,EGY,2014,-1.2706757
Egypt,EGY,2015,1.5002608
Egypt,EGY,2016,5.760741
Egypt,EGY,2017,4.214859
Egypt,EGY,2018,-0.103354454
Egypt,EGY,2019,-2.9375434
Egypt,EGY,2020,-7.485074
Egypt,EGY,2021,7.5384855
Egypt,EGY,2022,5.517781
Estonia,EST,1986,-0.48100352
Estonia,EST,1987,1.5129328
Estonia,EST,1988,-1.6992867
Estonia,EST,1989,3.0537248
Estonia,EST,1990,5.234444
Estonia,EST,1991,-8.496022
Estonia,EST,1992,-30.277962
Estonia,EST,1993,-16.957134
Estonia,EST,1994,1.4083862
Estonia,EST,1995,-9.326434
Estonia,EST,1996,6.1950326
Estonia,EST,1997,-1.5069902
Estonia,EST,1998,-10.32151
Estonia,EST,1999,-7.9069376
Estonia,EST,2000,3.0045629
Estonia,EST,2001,4.438293
Estonia,EST,2002,-0.4356146
Estonia,EST,2003,9.021044
Estonia,EST,2004,1.962769
Estonia,EST,2005,0.35437346
Estonia,EST,2006,-1.3273358
Estonia,EST,2007,15.836573
Estonia,EST,2008,-8.295727
Estonia,EST,2009,-15.129667
Estonia,EST,2010,22.408272
Estonia,EST,2011,-0.76438785
Estonia,EST,2012,-0.5433798
Estonia,EST,2013,6.888771
Estonia,EST,2014,-5.2198467
Estonia,EST,2015,-8.525652
Estonia,EST,2016,3.3103466
Estonia,EST,2017,10.432553
Estonia,EST,2018,-1.7374456
Estonia,EST,2019,-21.730078
Estonia,EST,2020,-11.094713
Estonia,EST,2021,5.3002477
Estonia,EST,2022,-0.42624474
Europe,,1966,3.7949681
Europe,,1967,3.9713025
Europe,,1968,5.426085
Europe,,1969,6.424117
Europe,,1970,6.021166
Europe,,1971,3.5040736
Europe,,1972,4.80752
Europe,,1973,5.612242
Europe,,1974,0.5340576
Europe,,1975,0.8476138
Europe,,1976,5.2226305
Europe,,1977,1.6000509
Europe,,1978,3.8996458
Europe,,1979,3.203249
Europe,,1980,-1.1652529
Europe,,1981,-1.7160833
Europe,,1982,-0.4231751
Europe,,1983,0.63301325
Europe,,1984,1.8152833
Europe,,1985,-4.4855776
Europe,,1986,1.6521335
Europe,,1987,1.751411
Europe,,1988,0.25212765
Europe,,1989,-0.004440546
Europe,,1990,0.09740591
Europe,,1991,-1.8697441
Europe,,1992,-4.535842
Europe,,1993,-4.668987
Europe,,1994,-4.65827
Europe,,1995,-0.63548684
Europe,,1996,0.6607652
Europe,,1997,-2.4324656
Europe,,1998,0.4059553
Europe,,1999,-0.6583035
Europe,,2000,0.7867217
Europe,,2001,1.2664676
Europe,,2002,-0.2519846
Europe,,2003,2.3207068
Europe,,2004,0.7175684
Europe,,2005,0.19670725
Europe,,2006,1.6418934
Europe,,2007,-0.93137026
Europe,,2008,-0.85780025
Europe,,2009,-7.1021376
Europe,,2010,3.5731673
Europe,,2011,-1.2071192
Europe,,2012,-1.254493
Europe,,2013,-2.2027671
Europe,,2014,-4.216963
Europe,,2015,-0.48029423
Europe,,2016,1.6781926
Europe,,2017,0.84314346
Europe,,2018,0.5164981
Europe,,2019,-2.3087084
Europe,,2020,-8.646727
Europe,,2021,6.5191507
Europe,,2022,-5.311722
Europe (EI),,1966,2.5276542
Europe (EI),,1967,3.091967
Europe (EI),,1968,6.8630457
Europe (EI),,1969,7.8029275
Europe (EI),,1970,6.5889716
Europe (EI),,1971,2.7172685
Europe (EI),,1972,4.573238
Europe (EI),,1973,5.9720755
Europe (EI),,1974,-2.1992028
Europe (EI),,1975,-1.7327905
Europe (EI),,1976,6.408787
Europe (EI),,1977,0.11459589
Europe (EI),,1978,3.8990378
Europe (EI),,1979,3.4084558
Europe (EI),,1980,-3.06471
Europe (EI),,1981,-4.239398
Europe (EI),,1982,-2.5686026
Europe (EI),,1983,-0.23899674
Europe (EI),,1984,1.024878
Europe (EI),,1985,19.83168
Europe (EI),,1986,1.5765309
Europe (EI),,1987,1.373148
Europe (EI),,1988,-0.3101766
Europe (EI),,1989,0.0010371208
Europe (EI),,1990,0.98683834
Europe (EI),,1991,-1.928997
Europe (EI),,1992,-4.278344
Europe (EI),,1993,-2.9179573
Europe (EI),,1994,-2.5556386
Europe (EI),,1995,1.9756436
Europe (EI),,1996,2.430296
Europe (EI),,1997,-0.93791485
Europe (EI),,1998,0.641799
Europe (EI),,1999,-0.97409487
Europe (EI),,2000,0.8511305
Europe (EI),,2001,1.0064125
Europe (EI),,2002,-0.12019873
Europe (EI),,2003,2.5062919
Europe (EI),,2004,0.8072257
Europe (EI),,2005,0.50786734
Europe (EI),,2006,0.95010996
Europe (EI),,2007,-0.8598089
Europe (EI),,2008,-1.4197648
Europe (EI),,2009,-7.127947
Europe (EI),,2010,3.0364275
Europe (EI),,2011,-2.5681257
Europe (EI),,2012,-1.6779602
Europe (EI),,2013,-2.236855
Europe (EI),,2014,-5.3101835
Europe (EI),,2015,0.7277727
Europe (EI),,2016,1.8800974
Europe (EI),,2017,1.5213132
Europe (EI),,2018,-1.3589203
Europe (EI),,2019,-2.7998388
Europe (EI),,2020,-9.579081
Europe (EI),,2021,5.749321
Europe (EI),,2022,-3.3640802
European Union (27),,1966,2.985239
European Union (27),,1967,3.9807916
European Union (27),,1968,7.463217
European Union (27),,1969,8.866798
European Union (27),,1970,7.29872
European Union (27),,1971,3.3016562
European Union (27),,1972,5.2117825
European Union (27),,1973,5.9633017
European Union (27),,1974,-1.6167641
European Union (27),,1975,-1.2852848
European Union (27),,1976,7.2368503
European Union (27),,1977,-0.42615533
European Union (27),,1978,4.163933
European Union (27),,1979,3.3447862
European Union (27),,1980,-2.165693
European Union (27),,1981,-4.616487
European Union (27),,1982,-3.0062318
European Union (27),,1983,-0.7635474
European Union (27),,1984,1.1649251
European Union (27),,1985,3.6623955
European Union (27),,1986,0.9143472
European Union (27),,1987,1.3834953
European Union (27),,1988,-0.31158924
European Union (27),,1989,0.81555843
European Union (27),,1990,-1.052922
European Union (27),,1991,-1.2235403
European Union (27),,1992,-2.6242316
European Union (27),,1993,-1.6209781
European Union (27),,1994,-0.64795613
European Union (27),,1995,2.5462747
European Union (27),,1996,2.9795527
European Union (27),,1997,-0.96352696
European Union (27),,1998,1.0367632
European Union (27),,1999,-0.9054184
European Union (27),,2000,0.19648075
European Union (27),,2001,1.5355706
European Union (27),,2002,-0.09179115
European Union (27),,2003,2.401948
European Union (27),,2004,0.6293416
European Union (27),,2005,0.2770424
European Union (27),,2006,0.54819584
European Union (27),,2007,-1.3332546
European Union (27),,2008,-1.5868068
European Union (27),,2009,-7.0515575
European Union (27),,2010,2.9646397
European Union (27),,2011,-3.3245683
European Union (27),,2012,-2.5007963
European Union (27),,2013,-2.2452474
European Union (27),,2014,-5.3221645
European Union (27),,2015,2.0558834
European Union (27),,2016,1.7409205
European Union (27),,2017,2.1077514
European Union (27),,2018,-1.4701784
European Union (27),,2019,-2.8819382
European Union (27),,2020,-10.374755
European Union (27),,2021,6.1042666
European Union (27),,2022,-2.4446726
Finland,FIN,1975,2.801168
Finland,FIN,1976,11.905909
Finland,FIN,1977,-1.3156176
Finland,FIN,1978,7.406318
